job,kind,state,source,branch,domain,kl_decrease
normalization-m-pg500-draw42-quota1234-uniform,normalization,m-pg500,raw/normalization-m-pg500-draw42-quota1234-uniform/measurements.json,zero_gradient,math,-0.0016394853591918945
normalization-m-pg500-draw42-quota1234-uniform,normalization,m-pg500,raw/normalization-m-pg500-draw42-quota1234-uniform/measurements.json,zero_gradient,code,0.0033374130725860596
normalization-m-pg500-draw42-quota1234-uniform,normalization,m-pg500,raw/normalization-m-pg500-draw42-quota1234-uniform/measurements.json,zero_gradient,if,-0.0007170438766479492
normalization-m-pg500-draw42-quota1234-uniform,normalization,m-pg500,raw/normalization-m-pg500-draw42-quota1234-uniform/measurements.json,zero_gradient,science,0.000753551721572876
normalization-m-pg500-draw42-quota1234-uniform,normalization,m-pg500,raw/normalization-m-pg500-draw42-quota1234-uniform/measurements.json,zero_gradient,macro,0.00043360888957977295
normalization-m-pg500-draw42-quota1234-uniform,normalization,m-pg500,raw/normalization-m-pg500-draw42-quota1234-uniform/measurements.json,DR,math,-0.0007877349853515625
normalization-m-pg500-draw42-quota1234-uniform,normalization,m-pg500,raw/normalization-m-pg500-draw42-quota1234-uniform/measurements.json,DR,code,0.002972215414047241
normalization-m-pg500-draw42-quota1234-uniform,normalization,m-pg500,raw/normalization-m-pg500-draw42-quota1234-uniform/measurements.json,DR,if,-0.0016521364450454712
normalization-m-pg500-draw42-quota1234-uniform,normalization,m-pg500,raw/normalization-m-pg500-draw42-quota1234-uniform/measurements.json,DR,science,0.0023787319660186768
normalization-m-pg500-draw42-quota1234-uniform,normalization,m-pg500,raw/normalization-m-pg500-draw42-quota1234-uniform/measurements.json,DR,macro,0.0007277689874172211
normalization-m-pg500-draw42-quota1234-uniform,normalization,m-pg500,raw/normalization-m-pg500-draw42-quota1234-uniform/measurements.json,DT,math,-0.001395106315612793
normalization-m-pg500-draw42-quota1234-uniform,normalization,m-pg500,raw/normalization-m-pg500-draw42-quota1234-uniform/measurements.json,DT,code,0.001566171646118164
normalization-m-pg500-draw42-quota1234-uniform,normalization,m-pg500,raw/normalization-m-pg500-draw42-quota1234-uniform/measurements.json,DT,if,-0.002004563808441162
normalization-m-pg500-draw42-quota1234-uniform,normalization,m-pg500,raw/normalization-m-pg500-draw42-quota1234-uniform/measurements.json,DT,science,0.00406646728515625
normalization-m-pg500-draw42-quota1234-uniform,normalization,m-pg500,raw/normalization-m-pg500-draw42-quota1234-uniform/measurements.json,DT,macro,0.0005582422018051147
normalization-m-pg500-draw42-quota1234-uniform,normalization,m-pg500,raw/normalization-m-pg500-draw42-quota1234-uniform/measurements.json,GT,math,-0.00344771146774292
normalization-m-pg500-draw42-quota1234-uniform,normalization,m-pg500,raw/normalization-m-pg500-draw42-quota1234-uniform/measurements.json,GT,code,0.003243356943130493
normalization-m-pg500-draw42-quota1234-uniform,normalization,m-pg500,raw/normalization-m-pg500-draw42-quota1234-uniform/measurements.json,GT,if,-0.0005178451538085938
normalization-m-pg500-draw42-quota1234-uniform,normalization,m-pg500,raw/normalization-m-pg500-draw42-quota1234-uniform/measurements.json,GT,science,0.0025142133235931396
normalization-m-pg500-draw42-quota1234-uniform,normalization,m-pg500,raw/normalization-m-pg500-draw42-quota1234-uniform/measurements.json,GT,macro,0.0004480034112930298
normalization-m-pg500-draw42-long2048,normalization,m-pg500,raw/normalization-m-pg500-draw42-long2048/measurements.json,zero_gradient,math,0.0017012357711791992
normalization-m-pg500-draw42-long2048,normalization,m-pg500,raw/normalization-m-pg500-draw42-long2048/measurements.json,zero_gradient,code,0.000841870903968811
normalization-m-pg500-draw42-long2048,normalization,m-pg500,raw/normalization-m-pg500-draw42-long2048/measurements.json,zero_gradient,if,-0.0007821619510650635
normalization-m-pg500-draw42-long2048,normalization,m-pg500,raw/normalization-m-pg500-draw42-long2048/measurements.json,zero_gradient,science,-0.00017470121383666992
normalization-m-pg500-draw42-long2048,normalization,m-pg500,raw/normalization-m-pg500-draw42-long2048/measurements.json,zero_gradient,macro,0.0003965608775615692
normalization-m-pg500-draw42-long2048,normalization,m-pg500,raw/normalization-m-pg500-draw42-long2048/measurements.json,DR,math,0.0030101537704467773
normalization-m-pg500-draw42-long2048,normalization,m-pg500,raw/normalization-m-pg500-draw42-long2048/measurements.json,DR,code,0.0016180723905563354
normalization-m-pg500-draw42-long2048,normalization,m-pg500,raw/normalization-m-pg500-draw42-long2048/measurements.json,DR,if,0.0006355047225952148
normalization-m-pg500-draw42-long2048,normalization,m-pg500,raw/normalization-m-pg500-draw42-long2048/measurements.json,DR,science,0.00023381412029266357
normalization-m-pg500-draw42-long2048,normalization,m-pg500,raw/normalization-m-pg500-draw42-long2048/measurements.json,DR,macro,0.0013743862509727478
normalization-m-pg500-draw42-long2048,normalization,m-pg500,raw/normalization-m-pg500-draw42-long2048/measurements.json,DT,math,0.0025927722454071045
normalization-m-pg500-draw42-long2048,normalization,m-pg500,raw/normalization-m-pg500-draw42-long2048/measurements.json,DT,code,0.001279100775718689
normalization-m-pg500-draw42-long2048,normalization,m-pg500,raw/normalization-m-pg500-draw42-long2048/measurements.json,DT,if,-0.0016314685344696045
normalization-m-pg500-draw42-long2048,normalization,m-pg500,raw/normalization-m-pg500-draw42-long2048/measurements.json,DT,science,-0.0005653649568557739
normalization-m-pg500-draw42-long2048,normalization,m-pg500,raw/normalization-m-pg500-draw42-long2048/measurements.json,DT,macro,0.00041875988245010376
normalization-m-pg500-draw42-long2048,normalization,m-pg500,raw/normalization-m-pg500-draw42-long2048/measurements.json,GT,math,0.002358555793762207
normalization-m-pg500-draw42-long2048,normalization,m-pg500,raw/normalization-m-pg500-draw42-long2048/measurements.json,GT,code,0.0009288191795349121
normalization-m-pg500-draw42-long2048,normalization,m-pg500,raw/normalization-m-pg500-draw42-long2048/measurements.json,GT,if,-0.0012888163328170776
normalization-m-pg500-draw42-long2048,normalization,m-pg500,raw/normalization-m-pg500-draw42-long2048/measurements.json,GT,science,-0.0007197260856628418
normalization-m-pg500-draw42-long2048,normalization,m-pg500,raw/normalization-m-pg500-draw42-long2048/measurements.json,GT,macro,0.0003197081387042999
normalization-m-pg250-draw42,normalization,m-pg250,raw/normalization-m-pg250-draw42/measurements.json,zero_gradient,math,0.003344118595123291
normalization-m-pg250-draw42,normalization,m-pg250,raw/normalization-m-pg250-draw42/measurements.json,zero_gradient,code,-0.0001188516616821289
normalization-m-pg250-draw42,normalization,m-pg250,raw/normalization-m-pg250-draw42/measurements.json,zero_gradient,if,-0.0014469921588897705
normalization-m-pg250-draw42,normalization,m-pg250,raw/normalization-m-pg250-draw42/measurements.json,zero_gradient,science,0.0005474984645843506
normalization-m-pg250-draw42,normalization,m-pg250,raw/normalization-m-pg250-draw42/measurements.json,zero_gradient,macro,0.0005814433097839355
normalization-m-pg250-draw42,normalization,m-pg250,raw/normalization-m-pg250-draw42/measurements.json,DR,math,0.004535466432571411
normalization-m-pg250-draw42,normalization,m-pg250,raw/normalization-m-pg250-draw42/measurements.json,DR,code,-0.0010530352592468262
normalization-m-pg250-draw42,normalization,m-pg250,raw/normalization-m-pg250-draw42/measurements.json,DR,if,0.0004298686981201172
normalization-m-pg250-draw42,normalization,m-pg250,raw/normalization-m-pg250-draw42/measurements.json,DR,science,0.0007610917091369629
normalization-m-pg250-draw42,normalization,m-pg250,raw/normalization-m-pg250-draw42/measurements.json,DR,macro,0.0011683478951454163
normalization-m-pg250-draw42,normalization,m-pg250,raw/normalization-m-pg250-draw42/measurements.json,DT,math,0.0028153657913208008
normalization-m-pg250-draw42,normalization,m-pg250,raw/normalization-m-pg250-draw42/measurements.json,DT,code,-0.0020880699157714844
normalization-m-pg250-draw42,normalization,m-pg250,raw/normalization-m-pg250-draw42/measurements.json,DT,if,0.0013900697231292725
normalization-m-pg250-draw42,normalization,m-pg250,raw/normalization-m-pg250-draw42/measurements.json,DT,science,-0.0013148486614227295
normalization-m-pg250-draw42,normalization,m-pg250,raw/normalization-m-pg250-draw42/measurements.json,DT,macro,0.00020062923431396484
normalization-m-pg250-draw42,normalization,m-pg250,raw/normalization-m-pg250-draw42/measurements.json,GT,math,0.006403982639312744
normalization-m-pg250-draw42,normalization,m-pg250,raw/normalization-m-pg250-draw42/measurements.json,GT,code,-0.0015164613723754883
normalization-m-pg250-draw42,normalization,m-pg250,raw/normalization-m-pg250-draw42/measurements.json,GT,if,0.000599294900894165
normalization-m-pg250-draw42,normalization,m-pg250,raw/normalization-m-pg250-draw42/measurements.json,GT,science,-0.00019469857215881348
normalization-m-pg250-draw42,normalization,m-pg250,raw/normalization-m-pg250-draw42/measurements.json,GT,macro,0.0013230293989181519
normalization-m-pg250-draw43,normalization,m-pg250,raw/normalization-m-pg250-draw43/measurements.json,zero_gradient,math,0.0003198385238647461
normalization-m-pg250-draw43,normalization,m-pg250,raw/normalization-m-pg250-draw43/measurements.json,zero_gradient,code,0.0038977861404418945
normalization-m-pg250-draw43,normalization,m-pg250,raw/normalization-m-pg250-draw43/measurements.json,zero_gradient,if,0.005673646926879883
normalization-m-pg250-draw43,normalization,m-pg250,raw/normalization-m-pg250-draw43/measurements.json,zero_gradient,science,-0.004878014326095581
normalization-m-pg250-draw43,normalization,m-pg250,raw/normalization-m-pg250-draw43/measurements.json,zero_gradient,macro,0.0012533143162727356
normalization-m-pg250-draw43,normalization,m-pg250,raw/normalization-m-pg250-draw43/measurements.json,DR,math,-0.0033623576164245605
normalization-m-pg250-draw43,normalization,m-pg250,raw/normalization-m-pg250-draw43/measurements.json,DR,code,-0.0037232041358947754
normalization-m-pg250-draw43,normalization,m-pg250,raw/normalization-m-pg250-draw43/measurements.json,DR,if,0.0002301335334777832
normalization-m-pg250-draw43,normalization,m-pg250,raw/normalization-m-pg250-draw43/measurements.json,DR,science,0.0002675652503967285
normalization-m-pg250-draw43,normalization,m-pg250,raw/normalization-m-pg250-draw43/measurements.json,DR,macro,-0.001646965742111206
normalization-m-pg250-draw43,normalization,m-pg250,raw/normalization-m-pg250-draw43/measurements.json,DT,math,-0.0021991729736328125
normalization-m-pg250-draw43,normalization,m-pg250,raw/normalization-m-pg250-draw43/measurements.json,DT,code,-0.00438690185546875
normalization-m-pg250-draw43,normalization,m-pg250,raw/normalization-m-pg250-draw43/measurements.json,DT,if,0.004275798797607422
normalization-m-pg250-draw43,normalization,m-pg250,raw/normalization-m-pg250-draw43/measurements.json,DT,science,0.0023796558380126953
normalization-m-pg250-draw43,normalization,m-pg250,raw/normalization-m-pg250-draw43/measurements.json,DT,macro,1.7344951629638672e-05
normalization-m-pg250-draw43,normalization,m-pg250,raw/normalization-m-pg250-draw43/measurements.json,GT,math,-1.138448715209961e-05
normalization-m-pg250-draw43,normalization,m-pg250,raw/normalization-m-pg250-draw43/measurements.json,GT,code,0.0010695457458496094
normalization-m-pg250-draw43,normalization,m-pg250,raw/normalization-m-pg250-draw43/measurements.json,GT,if,0.0051877498626708984
normalization-m-pg250-draw43,normalization,m-pg250,raw/normalization-m-pg250-draw43/measurements.json,GT,science,0.0010049641132354736
normalization-m-pg250-draw43,normalization,m-pg250,raw/normalization-m-pg250-draw43/measurements.json,GT,macro,0.0018127188086509705
normalization-m-pg500-draw42,normalization,m-pg500,raw/normalization-m-pg500-draw42/measurements.json,zero_gradient,math,0.005399644374847412
normalization-m-pg500-draw42,normalization,m-pg500,raw/normalization-m-pg500-draw42/measurements.json,zero_gradient,code,0.0033374130725860596
normalization-m-pg500-draw42,normalization,m-pg500,raw/normalization-m-pg500-draw42/measurements.json,zero_gradient,if,0.0032442212104797363
normalization-m-pg500-draw42,normalization,m-pg500,raw/normalization-m-pg500-draw42/measurements.json,zero_gradient,science,0.0009767115116119385
normalization-m-pg500-draw42,normalization,m-pg500,raw/normalization-m-pg500-draw42/measurements.json,zero_gradient,macro,0.0032394975423812866
normalization-m-pg500-draw42,normalization,m-pg500,raw/normalization-m-pg500-draw42/measurements.json,DR,math,0.008208274841308594
normalization-m-pg500-draw42,normalization,m-pg500,raw/normalization-m-pg500-draw42/measurements.json,DR,code,0.0008248686790466309
normalization-m-pg500-draw42,normalization,m-pg500,raw/normalization-m-pg500-draw42/measurements.json,DR,if,0.00034493207931518555
normalization-m-pg500-draw42,normalization,m-pg500,raw/normalization-m-pg500-draw42/measurements.json,DR,science,0.0003591477870941162
normalization-m-pg500-draw42,normalization,m-pg500,raw/normalization-m-pg500-draw42/measurements.json,DR,macro,0.0024343058466911316
normalization-m-pg500-draw42,normalization,m-pg500,raw/normalization-m-pg500-draw42/measurements.json,DT,math,0.00604933500289917
normalization-m-pg500-draw42,normalization,m-pg500,raw/normalization-m-pg500-draw42/measurements.json,DT,code,0.0010766983032226562
normalization-m-pg500-draw42,normalization,m-pg500,raw/normalization-m-pg500-draw42/measurements.json,DT,if,0.0020317137241363525
normalization-m-pg500-draw42,normalization,m-pg500,raw/normalization-m-pg500-draw42/measurements.json,DT,science,0.0011844933032989502
normalization-m-pg500-draw42,normalization,m-pg500,raw/normalization-m-pg500-draw42/measurements.json,DT,macro,0.0025855600833892822
normalization-m-pg500-draw42,normalization,m-pg500,raw/normalization-m-pg500-draw42/measurements.json,GT,math,0.007216751575469971
normalization-m-pg500-draw42,normalization,m-pg500,raw/normalization-m-pg500-draw42/measurements.json,GT,code,-0.000880122184753418
normalization-m-pg500-draw42,normalization,m-pg500,raw/normalization-m-pg500-draw42/measurements.json,GT,if,0.0003171265125274658
normalization-m-pg500-draw42,normalization,m-pg500,raw/normalization-m-pg500-draw42/measurements.json,GT,science,0.0014714300632476807
normalization-m-pg500-draw42,normalization,m-pg500,raw/normalization-m-pg500-draw42/measurements.json,GT,macro,0.002031296491622925
normalization-m-pg500-draw43,normalization,m-pg500,raw/normalization-m-pg500-draw43/measurements.json,zero_gradient,math,0.0023856163024902344
normalization-m-pg500-draw43,normalization,m-pg500,raw/normalization-m-pg500-draw43/measurements.json,zero_gradient,code,-0.0004712343215942383
normalization-m-pg500-draw43,normalization,m-pg500,raw/normalization-m-pg500-draw43/measurements.json,zero_gradient,if,0.0016722679138183594
normalization-m-pg500-draw43,normalization,m-pg500,raw/normalization-m-pg500-draw43/measurements.json,zero_gradient,science,0.003164231777191162
normalization-m-pg500-draw43,normalization,m-pg500,raw/normalization-m-pg500-draw43/measurements.json,zero_gradient,macro,0.0016877204179763794
normalization-m-pg500-draw43,normalization,m-pg500,raw/normalization-m-pg500-draw43/measurements.json,DR,math,-0.0010518431663513184
normalization-m-pg500-draw43,normalization,m-pg500,raw/normalization-m-pg500-draw43/measurements.json,DR,code,0.001110851764678955
normalization-m-pg500-draw43,normalization,m-pg500,raw/normalization-m-pg500-draw43/measurements.json,DR,if,0.00019305944442749023
normalization-m-pg500-draw43,normalization,m-pg500,raw/normalization-m-pg500-draw43/measurements.json,DR,science,0.0012883543968200684
normalization-m-pg500-draw43,normalization,m-pg500,raw/normalization-m-pg500-draw43/measurements.json,DR,macro,0.00038510560989379883
normalization-m-pg500-draw43,normalization,m-pg500,raw/normalization-m-pg500-draw43/measurements.json,DT,math,-0.0007135868072509766
normalization-m-pg500-draw43,normalization,m-pg500,raw/normalization-m-pg500-draw43/measurements.json,DT,code,-0.0030462145805358887
normalization-m-pg500-draw43,normalization,m-pg500,raw/normalization-m-pg500-draw43/measurements.json,DT,if,0.003218144178390503
normalization-m-pg500-draw43,normalization,m-pg500,raw/normalization-m-pg500-draw43/measurements.json,DT,science,-0.0021326541900634766
normalization-m-pg500-draw43,normalization,m-pg500,raw/normalization-m-pg500-draw43/measurements.json,DT,macro,-0.0006685778498649597
normalization-m-pg500-draw43,normalization,m-pg500,raw/normalization-m-pg500-draw43/measurements.json,GT,math,-0.002830684185028076
normalization-m-pg500-draw43,normalization,m-pg500,raw/normalization-m-pg500-draw43/measurements.json,GT,code,-0.003788292407989502
normalization-m-pg500-draw43,normalization,m-pg500,raw/normalization-m-pg500-draw43/measurements.json,GT,if,-0.00042891502380371094
normalization-m-pg500-draw43,normalization,m-pg500,raw/normalization-m-pg500-draw43/measurements.json,GT,science,0.0031087398529052734
normalization-m-pg500-draw43,normalization,m-pg500,raw/normalization-m-pg500-draw43/measurements.json,GT,macro,-0.000984787940979004
normalization-m-pg500-draw42-quota1234-prompt,normalization,m-pg500,raw/normalization-m-pg500-draw42-quota1234-prompt/measurements.json,zero_gradient,math,-0.0016394853591918945
normalization-m-pg500-draw42-quota1234-prompt,normalization,m-pg500,raw/normalization-m-pg500-draw42-quota1234-prompt/measurements.json,zero_gradient,code,0.0033374130725860596
normalization-m-pg500-draw42-quota1234-prompt,normalization,m-pg500,raw/normalization-m-pg500-draw42-quota1234-prompt/measurements.json,zero_gradient,if,-0.0007170438766479492
normalization-m-pg500-draw42-quota1234-prompt,normalization,m-pg500,raw/normalization-m-pg500-draw42-quota1234-prompt/measurements.json,zero_gradient,science,0.000753551721572876
normalization-m-pg500-draw42-quota1234-prompt,normalization,m-pg500,raw/normalization-m-pg500-draw42-quota1234-prompt/measurements.json,zero_gradient,macro,0.00043360888957977295
normalization-m-pg500-draw42-quota1234-prompt,normalization,m-pg500,raw/normalization-m-pg500-draw42-quota1234-prompt/measurements.json,DR,math,-0.0007746219635009766
normalization-m-pg500-draw42-quota1234-prompt,normalization,m-pg500,raw/normalization-m-pg500-draw42-quota1234-prompt/measurements.json,DR,code,0.0057929158210754395
normalization-m-pg500-draw42-quota1234-prompt,normalization,m-pg500,raw/normalization-m-pg500-draw42-quota1234-prompt/measurements.json,DR,if,0.0006889626383781433
normalization-m-pg500-draw42-quota1234-prompt,normalization,m-pg500,raw/normalization-m-pg500-draw42-quota1234-prompt/measurements.json,DR,science,-0.0011127591133117676
normalization-m-pg500-draw42-quota1234-prompt,normalization,m-pg500,raw/normalization-m-pg500-draw42-quota1234-prompt/measurements.json,DR,macro,0.0011486243456602097
normalization-m-pg500-draw42-quota1234-prompt,normalization,m-pg500,raw/normalization-m-pg500-draw42-quota1234-prompt/measurements.json,DT,math,0.0007535815238952637
normalization-m-pg500-draw42-quota1234-prompt,normalization,m-pg500,raw/normalization-m-pg500-draw42-quota1234-prompt/measurements.json,DT,code,-0.00015154480934143066
normalization-m-pg500-draw42-quota1234-prompt,normalization,m-pg500,raw/normalization-m-pg500-draw42-quota1234-prompt/measurements.json,DT,if,-0.002606920897960663
normalization-m-pg500-draw42-quota1234-prompt,normalization,m-pg500,raw/normalization-m-pg500-draw42-quota1234-prompt/measurements.json,DT,science,-0.0004310309886932373
normalization-m-pg500-draw42-quota1234-prompt,normalization,m-pg500,raw/normalization-m-pg500-draw42-quota1234-prompt/measurements.json,DT,macro,-0.0006089787930250168
normalization-m-pg500-draw42-quota1234-prompt,normalization,m-pg500,raw/normalization-m-pg500-draw42-quota1234-prompt/measurements.json,GT,math,-0.002962470054626465
normalization-m-pg500-draw42-quota1234-prompt,normalization,m-pg500,raw/normalization-m-pg500-draw42-quota1234-prompt/measurements.json,GT,code,0.0020862817764282227
normalization-m-pg500-draw42-quota1234-prompt,normalization,m-pg500,raw/normalization-m-pg500-draw42-quota1234-prompt/measurements.json,GT,if,-0.000581890344619751
normalization-m-pg500-draw42-quota1234-prompt,normalization,m-pg500,raw/normalization-m-pg500-draw42-quota1234-prompt/measurements.json,GT,science,-0.0022056400775909424
normalization-m-pg500-draw42-quota1234-prompt,normalization,m-pg500,raw/normalization-m-pg500-draw42-quota1234-prompt/measurements.json,GT,macro,-0.0009159296751022339
